,filepath,type,id
397,../NEU-DET/train/images\inclusion\inclusion_240.jpg,inclusion,240
398,../NEU-DET/train/images\inclusion\inclusion_25.jpg,inclusion,25
399,../NEU-DET/train/images\inclusion\inclusion_26.jpg,inclusion,26
400,../NEU-DET/train/images\inclusion\inclusion_27.jpg,inclusion,27
401,../NEU-DET/train/images\inclusion\inclusion_28.jpg,inclusion,28
402,../NEU-DET/train/images\inclusion\inclusion_29.jpg,inclusion,29
403,../NEU-DET/train/images\inclusion\inclusion_3.jpg,inclusion,3
404,../NEU-DET/train/images\inclusion\inclusion_30.jpg,inclusion,30
405,../NEU-DET/train/images\inclusion\inclusion_31.jpg,inclusion,31
406,../NEU-DET/train/images\inclusion\inclusion_32.jpg,inclusion,32
407,../NEU-DET/train/images\inclusion\inclusion_33.jpg,inclusion,33
408,../NEU-DET/train/images\inclusion\inclusion_34.jpg,inclusion,34
409,../NEU-DET/train/images\inclusion\inclusion_35.jpg,inclusion,35
410,../NEU-DET/train/images\inclusion\inclusion_36.jpg,inclusion,36
411,../NEU-DET/train/images\inclusion\inclusion_37.jpg,inclusion,37
412,../NEU-DET/train/images\inclusion\inclusion_38.jpg,inclusion,38
413,../NEU-DET/train/images\inclusion\inclusion_39.jpg,inclusion,39
414,../NEU-DET/train/images\inclusion\inclusion_4.jpg,inclusion,4
415,../NEU-DET/train/images\inclusion\inclusion_40.jpg,inclusion,40
416,../NEU-DET/train/images\inclusion\inclusion_41.jpg,inclusion,41
417,../NEU-DET/train/images\inclusion\inclusion_42.jpg,inclusion,42
418,../NEU-DET/train/images\inclusion\inclusion_43.jpg,inclusion,43
419,../NEU-DET/train/images\inclusion\inclusion_44.jpg,inclusion,44
420,../NEU-DET/train/images\inclusion\inclusion_45.jpg,inclusion,45
421,../NEU-DET/train/images\inclusion\inclusion_46.jpg,inclusion,46
422,../NEU-DET/train/images\inclusion\inclusion_47.jpg,inclusion,47
423,../NEU-DET/train/images\inclusion\inclusion_48.jpg,inclusion,48
424,../NEU-DET/train/images\inclusion\inclusion_49.jpg,inclusion,49
425,../NEU-DET/train/images\inclusion\inclusion_5.jpg,inclusion,5
426,../NEU-DET/train/images\inclusion\inclusion_50.jpg,inclusion,50
427,../NEU-DET/train/images\inclusion\inclusion_51.jpg,inclusion,51
428,../NEU-DET/train/images\inclusion\inclusion_52.jpg,inclusion,52
429,../NEU-DET/train/images\inclusion\inclusion_53.jpg,inclusion,53
430,../NEU-DET/train/images\inclusion\inclusion_54.jpg,inclusion,54
431,../NEU-DET/train/images\inclusion\inclusion_55.jpg,inclusion,55
432,../NEU-DET/train/images\inclusion\inclusion_56.jpg,inclusion,56
433,../NEU-DET/train/images\inclusion\inclusion_57.jpg,inclusion,57
434,../NEU-DET/train/images\inclusion\inclusion_58.jpg,inclusion,58
435,../NEU-DET/train/images\inclusion\inclusion_59.jpg,inclusion,59
436,../NEU-DET/train/images\inclusion\inclusion_6.jpg,inclusion,6
437,../NEU-DET/train/images\inclusion\inclusion_60.jpg,inclusion,60
438,../NEU-DET/train/images\inclusion\inclusion_61.jpg,inclusion,61
439,../NEU-DET/train/images\inclusion\inclusion_62.jpg,inclusion,62
440,../NEU-DET/train/images\inclusion\inclusion_63.jpg,inclusion,63
441,../NEU-DET/train/images\inclusion\inclusion_64.jpg,inclusion,64
442,../NEU-DET/train/images\inclusion\inclusion_65.jpg,inclusion,65
443,../NEU-DET/train/images\inclusion\inclusion_66.jpg,inclusion,66
444,../NEU-DET/train/images\inclusion\inclusion_67.jpg,inclusion,67
445,../NEU-DET/train/images\inclusion\inclusion_68.jpg,inclusion,68
446,../NEU-DET/train/images\inclusion\inclusion_69.jpg,inclusion,69
447,../NEU-DET/train/images\inclusion\inclusion_7.jpg,inclusion,7
448,../NEU-DET/train/images\inclusion\inclusion_70.jpg,inclusion,70
449,../NEU-DET/train/images\inclusion\inclusion_71.jpg,inclusion,71
450,../NEU-DET/train/images\inclusion\inclusion_72.jpg,inclusion,72
451,../NEU-DET/train/images\inclusion\inclusion_73.jpg,inclusion,73
452,../NEU-DET/train/images\inclusion\inclusion_74.jpg,inclusion,74
453,../NEU-DET/train/images\inclusion\inclusion_75.jpg,inclusion,75
454,../NEU-DET/train/images\inclusion\inclusion_76.jpg,inclusion,76
455,../NEU-DET/train/images\inclusion\inclusion_77.jpg,inclusion,77
456,../NEU-DET/train/images\inclusion\inclusion_78.jpg,inclusion,78
457,../NEU-DET/train/images\inclusion\inclusion_79.jpg,inclusion,79
458,../NEU-DET/train/images\inclusion\inclusion_8.jpg,inclusion,8
459,../NEU-DET/train/images\inclusion\inclusion_80.jpg,inclusion,80
460,../NEU-DET/train/images\inclusion\inclusion_81.jpg,inclusion,81
461,../NEU-DET/train/images\inclusion\inclusion_82.jpg,inclusion,82
462,../NEU-DET/train/images\inclusion\inclusion_83.jpg,inclusion,83
463,../NEU-DET/train/images\inclusion\inclusion_84.jpg,inclusion,84
464,../NEU-DET/train/images\inclusion\inclusion_85.jpg,inclusion,85
465,../NEU-DET/train/images\inclusion\inclusion_86.jpg,inclusion,86
466,../NEU-DET/train/images\inclusion\inclusion_87.jpg,inclusion,87
467,../NEU-DET/train/images\inclusion\inclusion_88.jpg,inclusion,88
468,../NEU-DET/train/images\inclusion\inclusion_89.jpg,inclusion,89
469,../NEU-DET/train/images\inclusion\inclusion_9.jpg,inclusion,9
470,../NEU-DET/train/images\inclusion\inclusion_90.jpg,inclusion,90
471,../NEU-DET/train/images\inclusion\inclusion_91.jpg,inclusion,91
472,../NEU-DET/train/images\inclusion\inclusion_92.jpg,inclusion,92
473,../NEU-DET/train/images\inclusion\inclusion_93.jpg,inclusion,93
474,../NEU-DET/train/images\inclusion\inclusion_94.jpg,inclusion,94
475,../NEU-DET/train/images\inclusion\inclusion_95.jpg,inclusion,95
476,../NEU-DET/train/images\inclusion\inclusion_96.jpg,inclusion,96
477,../NEU-DET/train/images\inclusion\inclusion_97.jpg,inclusion,97
478,../NEU-DET/train/images\inclusion\inclusion_98.jpg,inclusion,98
479,../NEU-DET/train/images\inclusion\inclusion_99.jpg,inclusion,99
480,../NEU-DET/train/images\patches\patches_1.jpg,patches,1
481,../NEU-DET/train/images\patches\patches_10.jpg,patches,10
482,../NEU-DET/train/images\patches\patches_100.jpg,patches,100
483,../NEU-DET/train/images\patches\patches_101.jpg,patches,101
484,../NEU-DET/train/images\patches\patches_102.jpg,patches,102
485,../NEU-DET/train/images\patches\patches_103.jpg,patches,103
486,../NEU-DET/train/images\patches\patches_104.jpg,patches,104
487,../NEU-DET/train/images\patches\patches_105.jpg,patches,105
488,../NEU-DET/train/images\patches\patches_106.jpg,patches,106
489,../NEU-DET/train/images\patches\patches_107.jpg,patches,107
490,../NEU-DET/train/images\patches\patches_108.jpg,patches,108
491,../NEU-DET/train/images\patches\patches_109.jpg,patches,109
492,../NEU-DET/train/images\patches\patches_11.jpg,patches,11
493,../NEU-DET/train/images\patches\patches_110.jpg,patches,110
494,../NEU-DET/train/images\patches\patches_111.jpg,patches,111
495,../NEU-DET/train/images\patches\patches_112.jpg,patches,112
496,../NEU-DET/train/images\patches\patches_113.jpg,patches,113
497,../NEU-DET/train/images\patches\patches_114.jpg,patches,114
498,../NEU-DET/train/images\patches\patches_115.jpg,patches,115
499,../NEU-DET/train/images\patches\patches_116.jpg,patches,116
500,../NEU-DET/train/images\patches\patches_117.jpg,patches,117
501,../NEU-DET/train/images\patches\patches_118.jpg,patches,118
502,../NEU-DET/train/images\patches\patches_119.jpg,patches,119
503,../NEU-DET/train/images\patches\patches_12.jpg,patches,12
504,../NEU-DET/train/images\patches\patches_120.jpg,patches,120
505,../NEU-DET/train/images\patches\patches_121.jpg,patches,121
506,../NEU-DET/train/images\patches\patches_122.jpg,patches,122
507,../NEU-DET/train/images\patches\patches_123.jpg,patches,123
508,../NEU-DET/train/images\patches\patches_124.jpg,patches,124
509,../NEU-DET/train/images\patches\patches_125.jpg,patches,125
510,../NEU-DET/train/images\patches\patches_126.jpg,patches,126
511,../NEU-DET/train/images\patches\patches_127.jpg,patches,127
512,../NEU-DET/train/images\patches\patches_128.jpg,patches,128
513,../NEU-DET/train/images\patches\patches_129.jpg,patches,129
514,../NEU-DET/train/images\patches\patches_13.jpg,patches,13
515,../NEU-DET/train/images\patches\patches_130.jpg,patches,130
516,../NEU-DET/train/images\patches\patches_131.jpg,patches,131
517,../NEU-DET/train/images\patches\patches_132.jpg,patches,132
518,../NEU-DET/train/images\patches\patches_133.jpg,patches,133
519,../NEU-DET/train/images\patches\patches_134.jpg,patches,134
520,../NEU-DET/train/images\patches\patches_135.jpg,patches,135
521,../NEU-DET/train/images\patches\patches_136.jpg,patches,136
522,../NEU-DET/train/images\patches\patches_137.jpg,patches,137
523,../NEU-DET/train/images\patches\patches_138.jpg,patches,138
524,../NEU-DET/train/images\patches\patches_139.jpg,patches,139
525,../NEU-DET/train/images\patches\patches_14.jpg,patches,14
526,../NEU-DET/train/images\patches\patches_140.jpg,patches,140
527,../NEU-DET/train/images\patches\patches_141.jpg,patches,141
528,../NEU-DET/train/images\patches\patches_142.jpg,patches,142
529,../NEU-DET/train/images\patches\patches_143.jpg,patches,143
530,../NEU-DET/train/images\patches\patches_144.jpg,patches,144
531,../NEU-DET/train/images\patches\patches_145.jpg,patches,145
532,../NEU-DET/train/images\patches\patches_146.jpg,patches,146
533,../NEU-DET/train/images\patches\patches_147.jpg,patches,147
534,../NEU-DET/train/images\patches\patches_148.jpg,patches,148
535,../NEU-DET/train/images\patches\patches_149.jpg,patches,149
536,../NEU-DET/train/images\patches\patches_15.jpg,patches,15
537,../NEU-DET/train/images\patches\patches_150.jpg,patches,150
538,../NEU-DET/train/images\patches\patches_151.jpg,patches,151
539,../NEU-DET/train/images\patches\patches_152.jpg,patches,152
540,../NEU-DET/train/images\patches\patches_153.jpg,patches,153
541,../NEU-DET/train/images\patches\patches_154.jpg,patches,154
542,../NEU-DET/train/images\patches\patches_155.jpg,patches,155
543,../NEU-DET/train/images\patches\patches_156.jpg,patches,156
544,../NEU-DET/train/images\patches\patches_157.jpg,patches,157
545,../NEU-DET/train/images\patches\patches_158.jpg,patches,158
546,../NEU-DET/train/images\patches\patches_159.jpg,patches,159
547,../NEU-DET/train/images\patches\patches_16.jpg,patches,16
548,../NEU-DET/train/images\patches\patches_160.jpg,patches,160
549,../NEU-DET/train/images\patches\patches_161.jpg,patches,161
550,../NEU-DET/train/images\patches\patches_162.jpg,patches,162
551,../NEU-DET/train/images\patches\patches_163.jpg,patches,163
552,../NEU-DET/train/images\patches\patches_164.jpg,patches,164
553,../NEU-DET/train/images\patches\patches_165.jpg,patches,165
554,../NEU-DET/train/images\patches\patches_166.jpg,patches,166
555,../NEU-DET/train/images\patches\patches_167.jpg,patches,167
556,../NEU-DET/train/images\patches\patches_168.jpg,patches,168
557,../NEU-DET/train/images\patches\patches_169.jpg,patches,169
558,../NEU-DET/train/images\patches\patches_17.jpg,patches,17
559,../NEU-DET/train/images\patches\patches_170.jpg,patches,170
560,../NEU-DET/train/images\patches\patches_171.jpg,patches,171
561,../NEU-DET/train/images\patches\patches_172.jpg,patches,172
562,../NEU-DET/train/images\patches\patches_173.jpg,patches,173
563,../NEU-DET/train/images\patches\patches_174.jpg,patches,174
564,../NEU-DET/train/images\patches\patches_175.jpg,patches,175
565,../NEU-DET/train/images\patches\patches_176.jpg,patches,176
566,../NEU-DET/train/images\patches\patches_177.jpg,patches,177
567,../NEU-DET/train/images\patches\patches_178.jpg,patches,178
568,../NEU-DET/train/images\patches\patches_179.jpg,patches,179
569,../NEU-DET/train/images\patches\patches_18.jpg,patches,18
570,../NEU-DET/train/images\patches\patches_180.jpg,patches,180
571,../NEU-DET/train/images\patches\patches_181.jpg,patches,181
572,../NEU-DET/train/images\patches\patches_182.jpg,patches,182
573,../NEU-DET/train/images\patches\patches_183.jpg,patches,183
574,../NEU-DET/train/images\patches\patches_184.jpg,patches,184
575,../NEU-DET/train/images\patches\patches_185.jpg,patches,185
576,../NEU-DET/train/images\patches\patches_186.jpg,patches,186
577,../NEU-DET/train/images\patches\patches_187.jpg,patches,187
578,../NEU-DET/train/images\patches\patches_188.jpg,patches,188
579,../NEU-DET/train/images\patches\patches_189.jpg,patches,189
580,../NEU-DET/train/images\patches\patches_19.jpg,patches,19
581,../NEU-DET/train/images\patches\patches_190.jpg,patches,190
582,../NEU-DET/train/images\patches\patches_191.jpg,patches,191
583,../NEU-DET/train/images\patches\patches_192.jpg,patches,192
584,../NEU-DET/train/images\patches\patches_193.jpg,patches,193
585,../NEU-DET/train/images\patches\patches_194.jpg,patches,194
586,../NEU-DET/train/images\patches\patches_195.jpg,patches,195
587,../NEU-DET/train/images\patches\patches_196.jpg,patches,196
588,../NEU-DET/train/images\patches\patches_197.jpg,patches,197
589,../NEU-DET/train/images\patches\patches_198.jpg,patches,198
590,../NEU-DET/train/images\patches\patches_199.jpg,patches,199
591,../NEU-DET/train/images\patches\patches_2.jpg,patches,2
592,../NEU-DET/train/images\patches\patches_20.jpg,patches,20
593,../NEU-DET/train/images\patches\patches_200.jpg,patches,200
594,../NEU-DET/train/images\patches\patches_201.jpg,patches,201
595,../NEU-DET/train/images\patches\patches_202.jpg,patches,202
596,../NEU-DET/train/images\patches\patches_203.jpg,patches,203
597,../NEU-DET/train/images\patches\patches_204.jpg,patches,204
598,../NEU-DET/train/images\patches\patches_205.jpg,patches,205
599,../NEU-DET/train/images\patches\patches_206.jpg,patches,206
600,../NEU-DET/train/images\patches\patches_207.jpg,patches,207
601,../NEU-DET/train/images\patches\patches_208.jpg,patches,208
602,../NEU-DET/train/images\patches\patches_209.jpg,patches,209
603,../NEU-DET/train/images\patches\patches_21.jpg,patches,21
604,../NEU-DET/train/images\patches\patches_210.jpg,patches,210
605,../NEU-DET/train/images\patches\patches_211.jpg,patches,211
606,../NEU-DET/train/images\patches\patches_212.jpg,patches,212
607,../NEU-DET/train/images\patches\patches_213.jpg,patches,213
608,../NEU-DET/train/images\patches\patches_214.jpg,patches,214
609,../NEU-DET/train/images\patches\patches_215.jpg,patches,215
610,../NEU-DET/train/images\patches\patches_216.jpg,patches,216
611,../NEU-DET/train/images\patches\patches_217.jpg,patches,217
612,../NEU-DET/train/images\patches\patches_218.jpg,patches,218
613,../NEU-DET/train/images\patches\patches_219.jpg,patches,219
614,../NEU-DET/train/images\patches\patches_22.jpg,patches,22
615,../NEU-DET/train/images\patches\patches_220.jpg,patches,220
616,../NEU-DET/train/images\patches\patches_221.jpg,patches,221
617,../NEU-DET/train/images\patches\patches_222.jpg,patches,222
618,../NEU-DET/train/images\patches\patches_223.jpg,patches,223
619,../NEU-DET/train/images\patches\patches_224.jpg,patches,224
620,../NEU-DET/train/images\patches\patches_225.jpg,patches,225
621,../NEU-DET/train/images\patches\patches_226.jpg,patches,226
622,../NEU-DET/train/images\patches\patches_227.jpg,patches,227
623,../NEU-DET/train/images\patches\patches_228.jpg,patches,228
624,../NEU-DET/train/images\patches\patches_229.jpg,patches,229
625,../NEU-DET/train/images\patches\patches_23.jpg,patches,23
626,../NEU-DET/train/images\patches\patches_230.jpg,patches,230
627,../NEU-DET/train/images\patches\patches_231.jpg,patches,231
628,../NEU-DET/train/images\patches\patches_232.jpg,patches,232
629,../NEU-DET/train/images\patches\patches_233.jpg,patches,233
630,../NEU-DET/train/images\patches\patches_234.jpg,patches,234
631,../NEU-DET/train/images\patches\patches_235.jpg,patches,235
632,../NEU-DET/train/images\patches\patches_236.jpg,patches,236
633,../NEU-DET/train/images\patches\patches_237.jpg,patches,237
634,../NEU-DET/train/images\patches\patches_238.jpg,patches,238
635,../NEU-DET/train/images\patches\patches_239.jpg,patches,239
636,../NEU-DET/train/images\patches\patches_24.jpg,patches,24
637,../NEU-DET/train/images\patches\patches_240.jpg,patches,240
638,../NEU-DET/train/images\patches\patches_25.jpg,patches,25
639,../NEU-DET/train/images\patches\patches_26.jpg,patches,26
640,../NEU-DET/train/images\patches\patches_27.jpg,patches,27
641,../NEU-DET/train/images\patches\patches_28.jpg,patches,28
642,../NEU-DET/train/images\patches\patches_29.jpg,patches,29
643,../NEU-DET/train/images\patches\patches_3.jpg,patches,3
644,../NEU-DET/train/images\patches\patches_30.jpg,patches,30
645,../NEU-DET/train/images\patches\patches_31.jpg,patches,31
646,../NEU-DET/train/images\patches\patches_32.jpg,patches,32
647,../NEU-DET/train/images\patches\patches_33.jpg,patches,33
648,../NEU-DET/train/images\patches\patches_34.jpg,patches,34
649,../NEU-DET/train/images\patches\patches_35.jpg,patches,35
650,../NEU-DET/train/images\patches\patches_36.jpg,patches,36
651,../NEU-DET/train/images\patches\patches_37.jpg,patches,37
652,../NEU-DET/train/images\patches\patches_38.jpg,patches,38
653,../NEU-DET/train/images\patches\patches_39.jpg,patches,39
654,../NEU-DET/train/images\patches\patches_4.jpg,patches,4
655,../NEU-DET/train/images\patches\patches_40.jpg,patches,40
656,../NEU-DET/train/images\patches\patches_41.jpg,patches,41
657,../NEU-DET/train/images\patches\patches_42.jpg,patches,42
658,../NEU-DET/train/images\patches\patches_43.jpg,patches,43
659,../NEU-DET/train/images\patches\patches_44.jpg,patches,44
660,../NEU-DET/train/images\patches\patches_45.jpg,patches,45
661,../NEU-DET/train/images\patches\patches_46.jpg,patches,46
662,../NEU-DET/train/images\patches\patches_47.jpg,patches,47
663,../NEU-DET/train/images\patches\patches_48.jpg,patches,48
664,../NEU-DET/train/images\patches\patches_49.jpg,patches,49
665,../NEU-DET/train/images\patches\patches_5.jpg,patches,5
666,../NEU-DET/train/images\patches\patches_50.jpg,patches,50
667,../NEU-DET/train/images\patches\patches_51.jpg,patches,51
668,../NEU-DET/train/images\patches\patches_52.jpg,patches,52
669,../NEU-DET/train/images\patches\patches_53.jpg,patches,53
670,../NEU-DET/train/images\patches\patches_54.jpg,patches,54
671,../NEU-DET/train/images\patches\patches_55.jpg,patches,55
672,../NEU-DET/train/images\patches\patches_56.jpg,patches,56
673,../NEU-DET/train/images\patches\patches_57.jpg,patches,57
674,../NEU-DET/train/images\patches\patches_58.jpg,patches,58
675,../NEU-DET/train/images\patches\patches_59.jpg,patches,59
676,../NEU-DET/train/images\patches\patches_6.jpg,patches,6
677,../NEU-DET/train/images\patches\patches_60.jpg,patches,60
678,../NEU-DET/train/images\patches\patches_61.jpg,patches,61
679,../NEU-DET/train/images\patches\patches_62.jpg,patches,62
680,../NEU-DET/train/images\patches\patches_63.jpg,patches,63
681,../NEU-DET/train/images\patches\patches_64.jpg,patches,64
682,../NEU-DET/train/images\patches\patches_65.jpg,patches,65
683,../NEU-DET/train/images\patches\patches_66.jpg,patches,66
684,../NEU-DET/train/images\patches\patches_67.jpg,patches,67
685,../NEU-DET/train/images\patches\patches_68.jpg,patches,68
686,../NEU-DET/train/images\patches\patches_69.jpg,patches,69
687,../NEU-DET/train/images\patches\patches_7.jpg,patches,7
688,../NEU-DET/train/images\patches\patches_70.jpg,patches,70
689,../NEU-DET/train/images\patches\patches_71.jpg,patches,71
690,../NEU-DET/train/images\patches\patches_72.jpg,patches,72
691,../NEU-DET/train/images\patches\patches_73.jpg,patches,73
692,../NEU-DET/train/images\patches\patches_74.jpg,patches,74
693,../NEU-DET/train/images\patches\patches_75.jpg,patches,75
694,../NEU-DET/train/images\patches\patches_76.jpg,patches,76
695,../NEU-DET/train/images\patches\patches_77.jpg,patches,77
696,../NEU-DET/train/images\patches\patches_78.jpg,patches,78
697,../NEU-DET/train/images\patches\patches_79.jpg,patches,79
698,../NEU-DET/train/images\patches\patches_8.jpg,patches,8
699,../NEU-DET/train/images\patches\patches_80.jpg,patches,80
700,../NEU-DET/train/images\patches\patches_81.jpg,patches,81
701,../NEU-DET/train/images\patches\patches_82.jpg,patches,82
702,../NEU-DET/train/images\patches\patches_83.jpg,patches,83
703,../NEU-DET/train/images\patches\patches_84.jpg,patches,84
704,../NEU-DET/train/images\patches\patches_85.jpg,patches,85
705,../NEU-DET/train/images\patches\patches_86.jpg,patches,86
706,../NEU-DET/train/images\patches\patches_87.jpg,patches,87
707,../NEU-DET/train/images\patches\patches_88.jpg,patches,88
708,../NEU-DET/train/images\patches\patches_89.jpg,patches,89
709,../NEU-DET/train/images\patches\patches_9.jpg,patches,9
710,../NEU-DET/train/images\patches\patches_90.jpg,patches,90
711,../NEU-DET/train/images\patches\patches_91.jpg,patches,91
712,../NEU-DET/train/images\patches\patches_92.jpg,patches,92
713,../NEU-DET/train/images\patches\patches_93.jpg,patches,93
714,../NEU-DET/train/images\patches\patches_94.jpg,patches,94
715,../NEU-DET/train/images\patches\patches_95.jpg,patches,95
716,../NEU-DET/train/images\patches\patches_96.jpg,patches,96
717,../NEU-DET/train/images\patches\patches_97.jpg,patches,97
718,../NEU-DET/train/images\patches\patches_98.jpg,patches,98
719,../NEU-DET/train/images\patches\patches_99.jpg,patches,99
720,../NEU-DET/train/images\pitted_surface\pitted_surface_1.jpg,pitted,1
721,../NEU-DET/train/images\pitted_surface\pitted_surface_10.jpg,pitted,10
722,../NEU-DET/train/images\pitted_surface\pitted_surface_100.jpg,pitted,100
723,../NEU-DET/train/images\pitted_surface\pitted_surface_101.jpg,pitted,101
724,../NEU-DET/train/images\pitted_surface\pitted_surface_102.jpg,pitted,102
725,../NEU-DET/train/images\pitted_surface\pitted_surface_103.jpg,pitted,103
726,../NEU-DET/train/images\pitted_surface\pitted_surface_104.jpg,pitted,104
727,../NEU-DET/train/images\pitted_surface\pitted_surface_105.jpg,pitted,105
728,../NEU-DET/train/images\pitted_surface\pitted_surface_106.jpg,pitted,106
729,../NEU-DET/train/images\pitted_surface\pitted_surface_107.jpg,pitted,107
730,../NEU-DET/train/images\pitted_surface\pitted_surface_108.jpg,pitted,108
731,../NEU-DET/train/images\pitted_surface\pitted_surface_109.jpg,pitted,109
732,../NEU-DET/train/images\pitted_surface\pitted_surface_11.jpg,pitted,11
733,../NEU-DET/train/images\pitted_surface\pitted_surface_110.jpg,pitted,110
734,../NEU-DET/train/images\pitted_surface\pitted_surface_111.jpg,pitted,111
735,../NEU-DET/train/images\pitted_surface\pitted_surface_112.jpg,pitted,112
736,../NEU-DET/train/images\pitted_surface\pitted_surface_113.jpg,pitted,113
737,../NEU-DET/train/images\pitted_surface\pitted_surface_114.jpg,pitted,114
738,../NEU-DET/train/images\pitted_surface\pitted_surface_115.jpg,pitted,115
739,../NEU-DET/train/images\pitted_surface\pitted_surface_116.jpg,pitted,116
740,../NEU-DET/train/images\pitted_surface\pitted_surface_117.jpg,pitted,117
741,../NEU-DET/train/images\pitted_surface\pitted_surface_118.jpg,pitted,118
742,../NEU-DET/train/images\pitted_surface\pitted_surface_119.jpg,pitted,119
743,../NEU-DET/train/images\pitted_surface\pitted_surface_12.jpg,pitted,12
744,../NEU-DET/train/images\pitted_surface\pitted_surface_120.jpg,pitted,120
745,../NEU-DET/train/images\pitted_surface\pitted_surface_121.jpg,pitted,121
746,../NEU-DET/train/images\pitted_surface\pitted_surface_122.jpg,pitted,122
747,../NEU-DET/train/images\pitted_surface\pitted_surface_123.jpg,pitted,123
748,../NEU-DET/train/images\pitted_surface\pitted_surface_124.jpg,pitted,124
749,../NEU-DET/train/images\pitted_surface\pitted_surface_125.jpg,pitted,125
750,../NEU-DET/train/images\pitted_surface\pitted_surface_126.jpg,pitted,126
751,../NEU-DET/train/images\pitted_surface\pitted_surface_127.jpg,pitted,127
752,../NEU-DET/train/images\pitted_surface\pitted_surface_128.jpg,pitted,128
753,../NEU-DET/train/images\pitted_surface\pitted_surface_129.jpg,pitted,129
754,../NEU-DET/train/images\pitted_surface\pitted_surface_13.jpg,pitted,13
755,../NEU-DET/train/images\pitted_surface\pitted_surface_130.jpg,pitted,130
756,../NEU-DET/train/images\pitted_surface\pitted_surface_131.jpg,pitted,131
757,../NEU-DET/train/images\pitted_surface\pitted_surface_132.jpg,pitted,132
758,../NEU-DET/train/images\pitted_surface\pitted_surface_133.jpg,pitted,133
759,../NEU-DET/train/images\pitted_surface\pitted_surface_134.jpg,pitted,134
760,../NEU-DET/train/images\pitted_surface\pitted_surface_135.jpg,pitted,135
761,../NEU-DET/train/images\pitted_surface\pitted_surface_136.jpg,pitted,136
762,../NEU-DET/train/images\pitted_surface\pitted_surface_137.jpg,pitted,137
763,../NEU-DET/train/images\pitted_surface\pitted_surface_138.jpg,pitted,138
764,../NEU-DET/train/images\pitted_surface\pitted_surface_139.jpg,pitted,139
765,../NEU-DET/train/images\pitted_surface\pitted_surface_14.jpg,pitted,14
766,../NEU-DET/train/images\pitted_surface\pitted_surface_140.jpg,pitted,140
767,../NEU-DET/train/images\pitted_surface\pitted_surface_141.jpg,pitted,141
768,../NEU-DET/train/images\pitted_surface\pitted_surface_142.jpg,pitted,142
769,../NEU-DET/train/images\pitted_surface\pitted_surface_143.jpg,pitted,143
770,../NEU-DET/train/images\pitted_surface\pitted_surface_144.jpg,pitted,144
771,../NEU-DET/train/images\pitted_surface\pitted_surface_145.jpg,pitted,145
772,../NEU-DET/train/images\pitted_surface\pitted_surface_146.jpg,pitted,146
773,../NEU-DET/train/images\pitted_surface\pitted_surface_147.jpg,pitted,147
774,../NEU-DET/train/images\pitted_surface\pitted_surface_148.jpg,pitted,148
775,../NEU-DET/train/images\pitted_surface\pitted_surface_149.jpg,pitted,149
776,../NEU-DET/train/images\pitted_surface\pitted_surface_15.jpg,pitted,15
777,../NEU-DET/train/images\pitted_surface\pitted_surface_150.jpg,pitted,150
778,../NEU-DET/train/images\pitted_surface\pitted_surface_151.jpg,pitted,151
779,../NEU-DET/train/images\pitted_surface\pitted_surface_152.jpg,pitted,152
780,../NEU-DET/train/images\pitted_surface\pitted_surface_153.jpg,pitted,153
781,../NEU-DET/train/images\pitted_surface\pitted_surface_154.jpg,pitted,154
782,../NEU-DET/train/images\pitted_surface\pitted_surface_155.jpg,pitted,155
783,../NEU-DET/train/images\pitted_surface\pitted_surface_156.jpg,pitted,156
784,../NEU-DET/train/images\pitted_surface\pitted_surface_157.jpg,pitted,157
785,../NEU-DET/train/images\pitted_surface\pitted_surface_158.jpg,pitted,158
786,../NEU-DET/train/images\pitted_surface\pitted_surface_159.jpg,pitted,159
787,../NEU-DET/train/images\pitted_surface\pitted_surface_16.jpg,pitted,16
788,../NEU-DET/train/images\pitted_surface\pitted_surface_160.jpg,pitted,160
789,../NEU-DET/train/images\pitted_surface\pitted_surface_161.jpg,pitted,161
790,../NEU-DET/train/images\pitted_surface\pitted_surface_162.jpg,pitted,162
791,../NEU-DET/train/images\pitted_surface\pitted_surface_163.jpg,pitted,163
792,../NEU-DET/train/images\pitted_surface\pitted_surface_164.jpg,pitted,164
793,../NEU-DET/train/images\pitted_surface\pitted_surface_165.jpg,pitted,165
794,../NEU-DET/train/images\pitted_surface\pitted_surface_166.jpg,pitted,166
795,../NEU-DET/train/images\pitted_surface\pitted_surface_167.jpg,pitted,167
796,../NEU-DET/train/images\pitted_surface\pitted_surface_168.jpg,pitted,168
797,../NEU-DET/train/images\pitted_surface\pitted_surface_169.jpg,pitted,169
798,../NEU-DET/train/images\pitted_surface\pitted_surface_17.jpg,pitted,17
799,../NEU-DET/train/images\pitted_surface\pitted_surface_170.jpg,pitted,170
800,../NEU-DET/train/images\pitted_surface\pitted_surface_171.jpg,pitted,171
801,../NEU-DET/train/images\pitted_surface\pitted_surface_172.jpg,pitted,172
802,../NEU-DET/train/images\pitted_surface\pitted_surface_173.jpg,pitted,173
803,../NEU-DET/train/images\pitted_surface\pitted_surface_174.jpg,pitted,174
804,../NEU-DET/train/images\pitted_surface\pitted_surface_175.jpg,pitted,175
805,../NEU-DET/train/images\pitted_surface\pitted_surface_176.jpg,pitted,176
806,../NEU-DET/train/images\pitted_surface\pitted_surface_177.jpg,pitted,177
